Agent_Age,Agent_Rating,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Premium_Delivery,Distance
24,4.7,Stormy,Low ,scooter ,Urban ,70,Skincare,1,7.8626681674103684
30,4.7,Cloudy,Medium ,scooter ,Metropolitian ,75,Apparel,1,6.209449516823057
29,4.9,Sandstorms,Jam ,motorcycle ,Metropolitian ,105,Books,1,4.658001279265391
22,4.7,Stormy,Medium ,motorcycle ,Metropolitian ,150,Outdoors,0,13.973037056670602
34,3.8,Stormy,Medium ,motorcycle ,Metropolitian ,180,Cosmetics,0,19.362825446415226
23,4.8,Windy,Medium ,motorcycle ,Urban ,125,Pet Supplies,0,7.5628176900723
37,4.7,Windy,Low ,motorcycle ,Urban ,100,Sports,1,13.786698988713738
27,4.7,Stormy,Medium ,scooter ,Metropolitian ,80,Pet Supplies,1,16.647306920122766
31,4.1,Stormy,High ,scooter ,Metropolitian ,165,Outdoors,0,6.209485214483088
29,4.6,Fog,Medium ,scooter ,Metropolitian ,80,Electronics,1,6.128501214162246
30,4.7,Fog,High ,motorcycle ,Other,150,Apparel,0,6.037225392443855
29,5.0,Sunny,Jam ,motorcycle ,Metropolitian ,55,Sports,1,4.65713301884333
39,5.0,Cloudy,High ,motorcycle ,Metropolitian ,125,Jewelry,0,6.210030477135088
35,4.7,Stormy,High ,motorcycle ,Metropolitian ,150,Clothing,0,3.0597099613184353
29,4.6,Windy,Medium ,motorcycle ,Urban ,105,Toys,1,5.958965689667193
21,4.6,Cloudy,Medium ,scooter ,Urban ,75,Books,1,4.717601092054723
39,4.5,Sunny,Low ,motorcycle ,Metropolitian ,100,Apparel,1,2.979527470384624
20,5.0,Cloudy,Low ,scooter ,Urban ,55,Apparel,1,1.5580772559330351
37,4.6,Windy,Low ,motorcycle ,Metropolitian ,130,Skincare,0,4.561223681551846
27,4.6,Sandstorms,Medium ,motorcycle ,Metropolitian ,120,Books,1,13.583302501334016
26,4.6,Stormy,High ,scooter ,Metropolitian ,140,Clothing,0,6.105261700694802
37,4.6,Fog,Medium ,scooter ,Metropolitian ,205,Shoes,0,16.901690663165983
28,5.0,Stormy,High ,scooter ,Metropolitian ,145,Skincare,0,1.5581193629487389
21,4.6,Windy,Low ,scooter ,Metropolitian ,75,Electronics,1,1.5525722988574742
24,4.6,Fog,Medium ,scooter ,Metropolitian ,170,Apparel,0,13.583440059634135
37,4.9,Sandstorms,Low ,scooter ,Urban ,100,Toys,1,11.007734763744617
37,4.7,Sandstorms,Low ,scooter ,Metropolitian ,110,Sports,1,3.1051314775458967
39,5.0,Windy,Medium ,motorcycle ,Metropolitian ,230,Apparel,0,20.85154468962371
29,4.0,Cloudy,Jam ,scooter ,Metropolitian ,200,Snacks,0,16.385802266862793
32,4.8,Fog,Medium ,motorcycle ,Metropolitian ,175,Jewelry,0,10.866202682035913
38,4.8,Cloudy,Low ,motorcycle ,Metropolitian ,185,Home,0,19.67342287138596
32,4.4,Stormy,Medium ,motorcycle ,Metropolitian ,155,Cosmetics,0,9.314965469327513
38,4.9,Sandstorms,Low ,motorcycle ,Metropolitian ,140,Apparel,0,1.4897806686912982
21,4.9,Windy,Jam ,scooter ,Urban ,130,Kitchen,0,9.178605957040862
27,4.4,Sunny,High ,motorcycle ,Metropolitian ,200,Jewelry,0,6.20953271391644
31,4.7,Fog,Medium ,motorcycle ,Metropolitian ,80,Pet Supplies,1,7.772253320446165
37,4.2,Sandstorms,Jam ,motorcycle ,Metropolitian ,210,Home,0,7.790109178658858
34,4.8,Fog,Low ,motorcycle ,Metropolitian ,205,Snacks,0,16.852572769450653
21,4.7,Stormy,Jam ,scooter ,Metropolitian ,90,Shoes,1,4.657987774595949
35,4.9,Fog,Medium ,motorcycle ,Metropolitian ,80,Shoes,1,6.232373004507649
27,4.5,Cloudy,Medium ,motorcycle ,Urban ,44,Grocery,1,12.292599798532462
23,4.7,Stormy,Jam ,scooter ,Metropolitian ,125,Electronics,0,10.868244074540835
39,4.2,Cloudy,Jam ,motorcycle ,Urban ,225,Home,0,13.97317756157655
23,4.8,Windy,Jam ,motorcycle ,Metropolitian ,140,Books,0,9.348552276072713
37,4.9,Fog,Medium ,motorcycle ,Metropolitian ,230,Apparel,0,16.36837625867042
23,4.9,Cloudy,High ,motorcycle ,Urban ,150,Skincare,0,1.529743511582863
27,4.7,Sunny,Medium ,motorcycle ,Metropolitian ,65,Apparel,1,20.44292976252901
33,4.6,Stormy,Low ,motorcycle ,Urban ,105,Outdoors,1,12.464329297636581
33,4.0,Cloudy,Medium ,van,Metropolitian ,200,Pet Supplies,0,10.428102699087153
39,4.1,Cloudy,High ,motorcycle ,Metropolitian ,155,Books,0,3.0182264849996012
32,4.8,Windy,High ,motorcycle ,Metropolitian ,145,Jewelry,0,6.120938502923837
23,4.6,Stormy,Jam ,motorcycle ,Metropolitian ,160,Books,0,4.464734973807576
31,4.0,Windy,Jam ,van,Metropolitian ,165,Electronics,0,9.314419797615273
29,4.0,Fog,Jam ,scooter ,Metropolitian ,165,Outdoors,0,10.564596934158217
35,4.7,Sunny,Jam ,scooter ,Metropolitian ,125,Jewelry,0,13.990536544120216
31,4.8,Sunny,Medium ,scooter ,Metropolitian ,95,Books,1,4.52824657673871
34,4.7,Stormy,Low ,scooter ,Other,135,Toys,0,4.656990844808267
25,5.0,Fog,Jam ,motorcycle ,Metropolitian ,125,Snacks,0,7.646414103068861
30,4.5,Windy,Low ,motorcycle ,Metropolitian ,140,Apparel,0,10.757204708670502
23,4.8,Stormy,Jam ,motorcycle ,Metropolitian ,85,Electronics,1,17.29786575291325
27,4.6,Windy,Low ,motorcycle ,Metropolitian ,95,Pet Supplies,1,13.216215992463917
31,4.9,Fog,Low ,van,Metropolitian ,75,Sports,1,2.9302578007621216
25,5.0,Stormy,Medium ,motorcycle ,Metropolitian ,130,Books,0,7.762092914972186
24,5.0,Cloudy,Jam ,scooter ,Metropolitian ,105,Sports,1,4.717601092054723
23,4.6,Windy,Medium ,motorcycle ,Metropolitian ,120,Outdoors,1,9.12210553959038
22,4.7,Windy,Low ,scooter ,Metropolitian ,80,Shoes,1,17.29786575291325
37,4.9,Sandstorms,High ,scooter ,Metropolitian ,145,Shoes,0,2.9375685899810504
25,4.6,Cloudy,Low ,scooter ,Metropolitian ,55,Sports,1,3.058697313879674
34,4.9,Sandstorms,Low ,scooter ,Urban ,80,Kitchen,1,17.07362495419754
37,4.7,Windy,Jam ,motorcycle ,Metropolitian ,175,Shoes,0,9.056004306816446
26,5.0,Windy,Low ,scooter ,Metropolitian ,14,Grocery,1,13.407092693002484
26,4.7,Stormy,Low ,motorcycle ,Metropolitian ,70,Cosmetics,1,3.0186622920269803
31,4.1,Cloudy,Medium ,van,Metropolitian ,200,Cosmetics,0,12.237791615217148
29,4.9,Windy,Low ,motorcycle ,Urban ,50,Outdoors,1,4.561113588992224
37,4.6,Cloudy,Medium ,van,Metropolitian ,190,Apparel,0,13.583460272389505
33,4.7,Windy,Low ,motorcycle ,Metropolitian ,140,Books,0,12.293569688294703
25,4.8,Cloudy,Low ,motorcycle ,Metropolitian ,80,Snacks,1,3.0407893988053885
38,4.3,Stormy,Medium ,motorcycle ,Metropolitian ,180,Kitchen,0,9.192686206949302
23,4.6,Sandstorms,Low ,scooter ,Metropolitian ,80,Toys,1,11.007734763744617
34,4.2,Sandstorms,Jam ,scooter ,Metropolitian ,155,Cosmetics,0,16.38385607184808
23,4.5,Fog,Low ,motorcycle ,Urban ,135,Cosmetics,0,16.634890709262386
28,4.9,Windy,Jam ,motorcycle ,Urban ,75,Kitchen,1,16.85361872985359
28,4.8,Cloudy,Medium ,motorcycle ,Metropolitian ,100,Toys,1,4.4691549592640305
24,4.8,Stormy,Low ,motorcycle ,Metropolitian ,90,Sports,1,14.15280068944862
38,4.6,Cloudy,Jam ,motorcycle ,Other,150,Apparel,0,4.663187802146825
32,4.4,Fog,Jam ,scooter ,Metropolitian ,175,Shoes,0,9.31488473286169
30,4.6,Cloudy,Jam ,motorcycle ,Metropolitian ,135,Home,0,2233.2444860410696
39,5.0,Sunny,Medium ,motorcycle ,Metropolitian ,130,Pet Supplies,0,13.392793466306026
22,4.5,Cloudy,Low ,motorcycle ,Metropolitian ,17,Grocery,1,3.073677586371296
21,5.0,Windy,Medium ,motorcycle ,Metropolitian ,105,Toys,1,13.429469386590874
39,4.7,Windy,Low ,motorcycle ,Metropolitian ,135,Sports,0,1.5368334425195926
24,4.9,Stormy,Jam ,van,Metropolitian ,120,Jewelry,1,4.4691549592640305
25,4.9,Fog,Medium ,scooter ,Metropolitian ,135,Cosmetics,0,12.116886186590971
32,4.9,Cloudy,Low ,scooter ,Urban ,150,Books,0,20.206260324074304
27,4.9,Sandstorms,Low ,motorcycle ,Urban ,60,Shoes,1,4.610027010711368
35,5.0,Fog,Medium ,van,Urban ,80,Outdoors,1,6.1756362610169315
30,4.6,Cloudy,Jam ,scooter ,Urban ,150,Jewelry,0,7.790489304769407
22,5.0,Sandstorms,Jam ,scooter ,Metropolitian ,80,Outdoors,1,13.681590426854767
38,4.4,Cloudy,Jam ,scooter ,Metropolitian ,235,Sports,0,17.07661742698135
33,4.2,Sunny,Jam ,scooter ,Metropolitian ,165,Shoes,0,10.906412696832646
35,4.8,Sunny,Low ,scooter ,Urban ,85,Cosmetics,1,12.233151216488597
33,4.6,Fog,Jam ,motorcycle ,Metropolitian ,140,Snacks,0,9.326827803405624
38,4.4,Fog,Jam ,scooter ,Metropolitian ,245,Electronics,0,17.074806111801863
30,4.9,Cloudy,Jam ,scooter ,Metropolitian ,150,Skincare,0,4.469620875558295
20,4.9,Windy,Low ,scooter ,Metropolitian ,60,Jewelry,1,7.762394296687464
21,4.8,Windy,High ,scooter ,Metropolitian ,75,Clothing,1,6.119692285951988
29,4.6,Stormy,Medium ,motorcycle ,Metropolitian ,85,Clothing,1,9.19151681625338
20,5.0,Fog,Medium ,motorcycle ,Metropolitian ,220,Clothing,0,17.16552279552974
31,4.6,Sandstorms,Jam ,van,Metropolitian ,135,Apparel,0,9.193093962702912
27,4.7,Sunny,Low ,motorcycle ,Metropolitian ,23,Grocery,1,7.790172211356696
24,4.9,Sandstorms,High ,scooter ,Metropolitian ,130,Books,0,6.20880395990009
29,4.0,Stormy,Low ,motorcycle ,Metropolitian ,125,Books,0,7.726661980358243
26,4.2,Sunny,High ,motorcycle ,Metropolitian ,265,Snacks,0,6.0504060616582525
27,4.6,Windy,Medium ,scooter ,Metropolitian ,125,Toys,0,12.580267822400963
31,4.9,Stormy,Medium ,van,Metropolitian ,150,Clothing,0,7.7625474744641085
30,4.7,Stormy,Medium ,motorcycle ,Metropolitian ,125,Apparel,0,9.313347514768024
22,4.7,Stormy,Low ,motorcycle ,Urban ,90,Skincare,1,13.682048188061888
39,3.5,Sunny,Low ,motorcycle ,Urban ,170,Sports,0,16.60119759495163
30,4.9,Fog,Low ,van,Metropolitian ,90,Skincare,1,7.600983953739401
20,5.0,Fog,Medium ,motorcycle ,Metropolitian ,160,Books,0,13.971759900424741
31,4.8,Sunny,Low ,motorcycle ,Metropolitian ,95,Kitchen,1,4.717601092054723
25,4.5,Windy,Jam ,motorcycle ,Metropolitian ,105,Electronics,1,7.790489304769407
39,4.7,Sunny,Medium ,motorcycle ,Urban ,115,Pet Supplies,1,4.717601092054723
39,4.7,Sunny,Low ,scooter ,Urban ,95,Books,1,1.5093844931452696
21,4.8,Fog,Low ,motorcycle ,Metropolitian ,115,Books,1,17.137414711878986
33,4.7,Sandstorms,Medium ,van,Metropolitian ,160,Pet Supplies,0,5.962202685727718
25,4.8,Sandstorms,Jam ,scooter ,Urban ,125,Sports,0,16.90295553948897
24,4.7,Sunny,High ,scooter ,Urban ,65,Home,1,6.049788909378549
32,5.0,Windy,Medium ,scooter ,Metropolitian ,125,Home,0,17.29786575291325
30,4.7,Sunny,Low ,motorcycle ,Urban ,29,Grocery,1,3.104803710518419
21,4.0,Sandstorms,Low ,motorcycle ,Metropolitian ,110,Apparel,1,1.5527001159059903
28,4.5,Stormy,Medium ,motorcycle ,Metropolitian ,55,Electronics,1,7.448363764234237
21,4.7,Stormy,Jam ,scooter ,Metropolitian ,75,Electronics,1,17.13793593144315
36,4.7,Sunny,Low ,motorcycle ,Metropolitian ,25,Grocery,1,1.5321262845594088
33,4.1,Windy,Low ,motorcycle ,Metropolitian ,170,Home,0,1.5367312329664098
31,4.8,Cloudy,Jam ,motorcycle ,Metropolitian ,240,Books,0,13.766192440641818
30,5.0,Stormy,Medium ,motorcycle ,Urban ,105,Pet Supplies,1,19.396008631752736
21,4.7,Stormy,Medium ,motorcycle ,Metropolitian ,70,Skincare,1,6.1288740968464825
25,4.6,Windy,Jam ,motorcycle ,Metropolitian ,125,Skincare,0,12.074056378231194
22,4.5,Cloudy,Medium ,motorcycle ,Metropolitian ,210,Kitchen,0,20.44292976252901
31,4.7,Cloudy,Medium ,scooter ,Metropolitian ,175,Pet Supplies,0,16.59866734050554
20,4.1,Sandstorms,Low ,motorcycle ,Urban ,95,Outdoors,1,7.659687719505771
36,4.9,Sunny,Medium ,scooter ,Metropolitian ,110,Clothing,1,8.938177476637756
37,4.1,Cloudy,High ,van,Metropolitian ,190,Sports,0,1.4898285870179706
33,4.3,Windy,Low ,motorcycle ,Urban ,165,Toys,0,3.0883603591494855
23,4.8,Sandstorms,Low ,van,Metropolitian ,50,Kitchen,1,12.233151216488597
30,4.8,Cloudy,Jam ,motorcycle ,Metropolitian ,44,Grocery,1,10.587113705075845
22,4.6,Stormy,Medium ,motorcycle ,Metropolitian ,105,Jewelry,1,10.707675026486205
37,4.9,Cloudy,Low ,scooter ,Metropolitian ,80,Toys,1,1.5368588631561617
36,4.5,Fog,Low ,scooter ,Metropolitian ,195,Skincare,0,13.786698988713738
36,4.2,Stormy,Jam ,motorcycle ,Metropolitian ,165,Apparel,0,4.610365144357058
31,4.7,Sandstorms,Medium ,motorcycle ,Metropolitian ,150,Books,0,17.074283280249404
24,4.9,Fog,Jam ,motorcycle ,Metropolitian ,160,Kitchen,0,9.122100805601145
25,3.5,Sunny,High ,motorcycle ,Metropolitian ,240,Pet Supplies,0,6.058853851669116
32,4.7,Sandstorms,Jam ,motorcycle ,Urban ,130,Outdoors,0,19.617581275547632
35,5.0,Cloudy,Jam ,motorcycle ,Metropolitian ,170,Clothing,0,7.550439931734059
35,4.8,Windy,Low ,scooter ,Urban ,26,Grocery,1,8.937919334801594
35,3.8,Windy,Jam ,motorcycle ,Metropolitian ,215,Snacks,0,20.828337442887843
38,4.6,Cloudy,Low ,scooter ,Metropolitian ,130,Electronics,0,10.867258681532135
24,4.7,Cloudy,Low ,motorcycle ,Metropolitian ,120,Outdoors,1,19.68855300536449
36,4.8,Sunny,Medium ,motorcycle ,Metropolitian ,140,Home,0,12.420728618905603
30,4.8,Sunny,Medium ,motorcycle ,Metropolitian ,85,Snacks,1,12.293502674441413
31,4.4,Stormy,Low ,motorcycle ,Metropolitian ,135,Cosmetics,0,1.5527578022548725
29,3.8,Sunny,Jam ,motorcycle ,Metropolitian ,215,Apparel,0,4.5609611913435995
39,4.9,Sunny,Medium ,motorcycle ,Metropolitian ,160,Toys,0,20.85246594803466
32,4.8,Fog,Jam ,motorcycle ,Metropolitian ,235,Pet Supplies,0,13.973207156405252
24,4.8,Stormy,Jam ,motorcycle ,Metropolitian ,150,Home,0,12.24118768009516
34,4.7,Fog,Jam ,motorcycle ,Metropolitian ,255,Skincare,0,16.60096646627219
39,3.0,Sunny,Low ,motorcycle ,Metropolitian ,155,Electronics,0,20.253686746640913
29,5.0,Sandstorms,Jam ,van,Metropolitian ,100,Electronics,1,12.291841945089606
35,4.3,Sandstorms,Jam ,motorcycle ,Metropolitian ,165,Books,0,7.54640142147466
25,5.0,Fog,Low ,motorcycle ,Metropolitian ,115,Toys,1,19.839448163880707
31,3.9,Cloudy,Low ,van,Metropolitian ,185,Snacks,0,20.178267239099554
37,4.9,Cloudy,Low ,motorcycle ,Urban ,95,Apparel,1,4.596477246826326
29,4.6,Fog,Medium ,scooter ,Other,50,Jewelry,1,7.448298968601334
22,4.6,Sunny,Jam ,scooter ,Metropolitian ,85,Cosmetics,1,7.8626681674103684
25,5.0,Sandstorms,Medium ,scooter ,Metropolitian ,135,Pet Supplies,0,9.192881349038213
22,5.0,Windy,Medium ,scooter ,Metropolitian ,26,Grocery,1,7.448937379729502
34,4.9,Fog,Jam ,motorcycle ,Metropolitian ,41,Grocery,1,16.90165909457258
37,4.8,Cloudy,Low ,motorcycle ,Metropolitian ,145,Kitchen,0,2.979626144829987
24,4.8,Fog,Medium ,motorcycle ,Metropolitian ,20,Grocery,1,8.940047176804278
26,4.9,Cloudy,Low ,motorcycle ,Other,75,Electronics,1,9.435201537430714
28,4.9,Fog,Jam ,scooter ,Metropolitian ,150,Toys,0,4.537553114731602
26,4.6,Fog,Jam ,motorcycle ,Metropolitian ,195,Kitchen,0,16.90375725452544
32,4.9,Sunny,High ,motorcycle ,Metropolitian ,130,Pet Supplies,0,6.037440799484659
34,4.0,Cloudy,Jam ,motorcycle ,Metropolitian ,160,Kitchen,0,7.772253320446165
21,4.8,Stormy,Low ,motorcycle ,Metropolitian ,20,Grocery,1,12.464367397048669
28,4.9,Windy,Low ,scooter ,Metropolitian ,60,Pet Supplies,1,3.0589506421330555
32,4.2,Cloudy,Medium ,scooter ,Metropolitian ,155,Sports,0,16.822056546203214
32,4.4,Fog,Jam ,motorcycle ,Metropolitian ,175,Clothing,0,20.44292976252901
36,4.6,Windy,Jam ,motorcycle ,Metropolitian ,125,Shoes,0,7.8626681674103684
36,4.8,Fog,Jam ,scooter ,Metropolitian ,175,Toys,0,10.757168277315147
21,4.9,Cloudy,Medium ,motorcycle ,Metropolitian ,215,Snacks,0,20.20642094372373
31,4.1,Windy,Low ,motorcycle ,Metropolitian ,125,Shoes,0,7.790439155314363
20,4.9,Fog,Low ,motorcycle ,Metropolitian ,65,Books,1,1.5094466586405106
25,4.9,Cloudy,Low ,motorcycle ,Metropolitian ,105,Home,1,10.867352908691128
37,3.7,Cloudy,Low ,scooter ,Metropolitian ,160,Home,0,16.721288103917214
35,5.0,Sunny,Low ,scooter ,Other,140,Snacks,0,12.209864132447649
38,4.6,Sunny,Medium ,motorcycle ,Metropolitian ,110,Outdoors,1,13.18450630215938
27,4.2,Sandstorms,Low ,motorcycle ,Metropolitian ,105,Skincare,1,1.5368334425195926
36,4.5,Fog,Medium ,scooter ,Urban ,80,Jewelry,1,7.651068542725116
30,4.8,Stormy,Medium ,scooter ,Metropolitian ,125,Jewelry,0,13.18449338209143
22,5.0,Fog,Low ,van,Metropolitian ,135,Cosmetics,0,12.580267822400963
26,5.0,Windy,Jam ,motorcycle ,Urban ,130,Home,0,13.406350345879243
30,4.7,Sunny,Medium ,motorcycle ,Urban ,120,Pet Supplies,1,10.867232952679457
22,4.8,Fog,High ,motorcycle ,Metropolitian ,115,Electronics,1,6.29013467763468
39,4.6,Cloudy,Jam ,scooter ,Metropolitian ,240,Clothing,0,19.627039347751204
20,4.6,Stormy,Medium ,scooter ,Metropolitian ,145,Jewelry,0,6.210589610314177
25,4.9,Sandstorms,Low ,scooter ,Metropolitian ,16,Grocery,1,4.609743188391016
36,4.1,Windy,High ,motorcycle ,Metropolitian ,155,Apparel,0,3.1090585255903513
27,4.1,Fog,Medium ,motorcycle ,Metropolitian ,36,Grocery,1,16.385730104308024
24,5.0,Windy,Low ,motorcycle ,Metropolitian ,105,Sports,1,19.659373527443684
37,4.4,Fog,Jam ,motorcycle ,Metropolitian ,155,Cosmetics,0,4.663545220952834
33,4.3,Sunny,Medium ,motorcycle ,Metropolitian ,175,Apparel,0,19.043190708658745
32,4.7,Cloudy,Jam ,motorcycle ,Metropolitian ,245,Pet Supplies,0,17.0970739431768
22,4.9,Fog,Medium ,motorcycle ,Metropolitian ,115,Apparel,1,4.610035602260694
23,4.8,Cloudy,Medium ,motorcycle ,Metropolitian ,115,Apparel,1,9.348112475389563
26,4.5,Sandstorms,Medium ,scooter ,Metropolitian ,95,Sports,1,16.385802266862793
21,4.8,Windy,Jam ,scooter ,Urban ,135,Electronics,0,7.79094413843958
38,4.9,Windy,Low ,motorcycle ,Metropolitian ,105,Books,1,10.868130915669624
33,4.4,Windy,Medium ,motorcycle ,Metropolitian ,220,Home,0,16.600361127912656
38,4.8,Cloudy,Low ,motorcycle ,Other,75,Sports,1,1.5448861219871521
28,3.5,Sunny,Jam ,motorcycle ,Other,200,Home,0,7.49036393357073
31,4.4,Windy,High ,motorcycle ,Metropolitian ,240,Apparel,0,3.027484674030753
34,4.1,Stormy,Low ,motorcycle ,Metropolitian ,125,Shoes,0,1.4898424937942714
32,4.7,Cloudy,Low ,scooter ,Urban ,90,Clothing,1,1.5125177574805933
22,4.9,Stormy,Low ,scooter ,Metropolitian ,19,Grocery,1,7.600990561376191
33,4.3,Windy,Jam ,motorcycle ,Semi-Urban ,265,Sports,0,10.724145471030752
33,4.6,Cloudy,Low ,motorcycle ,Metropolitian ,36,Grocery,1,12.209864132447649
29,4.9,Sunny,High ,motorcycle ,Metropolitian ,19,Grocery,1,6.29013467763468
35,4.7,Cloudy,Low ,motorcycle ,Metropolitian ,130,Cosmetics,0,16.72211837577326
31,4.8,Cloudy,Jam ,scooter ,Metropolitian ,125,Clothing,0,4.596926091184748
39,4.5,Fog,Low ,scooter ,Metropolitian ,90,Kitchen,1,1.5125236323325255
27,4.3,Sandstorms,Low ,motorcycle ,Urban ,22,Grocery,1,9.326827803405624
31,5.0,Fog,Jam ,motorcycle ,Metropolitian ,43,Grocery,1,14.043986316313523
24,4.9,Stormy,Low ,scooter ,Urban ,50,Pet Supplies,1,12.46418980459368
26,4.5,Sandstorms,Low ,motorcycle ,Metropolitian ,50,Kitchen,1,13.973182653917394
38,4.8,Stormy,Jam ,scooter ,Metropolitian ,150,Jewelry,0,7.448627554424398
35,3.7,Stormy,Jam ,scooter ,Metropolitian ,215,Snacks,0,13.631339548300275
32,4.9,Sunny,Medium ,scooter ,Metropolitian ,85,Skincare,1,7.763180727989777
23,4.6,Windy,Low ,motorcycle ,Urban ,75,Cosmetics,1,10.587773645836048
34,4.6,Cloudy,Jam ,motorcycle ,Metropolitian ,43,Grocery,1,12.09902345211663
36,4.8,Sunny,Low ,motorcycle ,Metropolitian ,115,Jewelry,1,3.0295373875696914
31,4.8,Sunny,Medium ,motorcycle ,Urban ,75,Home,1,9.087980108212484
37,4.7,Sunny,Jam ,motorcycle ,Metropolitian ,100,Apparel,1,9.314965469327513
26,4.5,Fog,Jam ,scooter ,Metropolitian ,29,Grocery,1,4.658009428704457
33,4.1,Fog,Jam ,van,Metropolitian ,225,Shoes,0,19.617824561450774
36,4.9,Stormy,Low ,scooter ,Urban ,115,Toys,1,9.220449825751995
37,5.0,Stormy,Jam ,scooter ,Metropolitian ,160,Toys,0,7.79036212453358
28,4.9,Cloudy,Jam ,motorcycle ,Metropolitian ,180,Skincare,0,19.08960903186475
25,4.9,Stormy,Low ,motorcycle ,Metropolitian ,55,Cosmetics,1,12.100287598006089
34,4.9,Windy,Low ,motorcycle ,Urban ,120,Outdoors,1,1.5525398251397549
22,4.7,Cloudy,Low ,motorcycle ,Urban ,70,Toys,1,3.1048274856004796
26,4.1,Stormy,Low ,motorcycle ,Metropolitian ,120,Toys,1,1.5580772559330351
30,5.0,Sandstorms,Medium ,van,Metropolitian ,115,Snacks,1,17.074283280249404
20,4.8,Windy,Low ,scooter ,Urban ,75,Clothing,1,3.145067434621583
36,3.9,Fog,Low ,motorcycle ,Urban ,180,Kitchen,0,6764.282268975216
31,4.6,Cloudy,High ,motorcycle ,Urban ,135,Jewelry,0,3.024984591596264
30,4.5,Sunny,Low ,motorcycle ,Metropolitian ,135,Kitchen,0,3.145067434621583
31,4.9,Stormy,High ,motorcycle ,Metropolitian ,130,Snacks,0,6.2106184931214035
34,4.8,Fog,Low ,motorcycle ,Metropolitian ,85,Kitchen,1,3.052701203227866
32,4.8,Windy,Jam ,van,Urban ,165,Cosmetics,0,9.22086597503784
20,5.0,Sandstorms,Low ,motorcycle ,Metropolitian ,55,Jewelry,1,3.0736267316959007
35,4.8,Fog,Low ,motorcycle ,Metropolitian ,205,Clothing,0,10.60245939514964
36,4.8,Windy,Low ,scooter ,Metropolitian ,125,Cosmetics,0,12.463962426993913
30,4.2,Windy,Low ,motorcycle ,Urban ,160,Clothing,0,1.4897343062370803
34,3.7,Fog,Low ,scooter ,Metropolitian ,160,Clothing,0,17.07269000033606
28,4.9,Cloudy,Jam ,motorcycle ,Urban ,130,Outdoors,0,8.929090496038414
21,4.2,Windy,Low ,motorcycle ,Urban ,115,Outdoors,1,3.064002956584147
21,4.5,Stormy,Low ,motorcycle ,Metropolitian ,75,Pet Supplies,1,3.0189114817580243
24,4.7,Sandstorms,High ,motorcycle ,Metropolitian ,105,Electronics,1,6.08119089136717
32,4.8,Sunny,Medium ,motorcycle ,Metropolitian ,120,Apparel,1,12.43518327861207
33,4.0,Sandstorms,Low ,motorcycle ,Other,165,Clothing,0,4.537940846050908
31,4.8,Sandstorms,Low ,van,Urban ,110,Outdoors,1,3.1048274856004796
23,4.7,Cloudy,Low ,van,Metropolitian ,80,Books,1,4.596439723177665
36,4.7,Stormy,Jam ,scooter ,Metropolitian ,170,Clothing,0,8.936297424957562
23,4.8,Windy,Low ,scooter ,Metropolitian ,95,Sports,1,9.193021332844554
23,4.2,Cloudy,Jam ,scooter ,Metropolitian ,200,Jewelry,0,16.660097204546265
39,4.6,Cloudy,Jam ,scooter ,Urban ,175,Toys,0,7.546781220484458
27,4.8,Sandstorms,Jam ,scooter ,Metropolitian ,105,Toys,1,12.419634114062013
34,4.3,Windy,Jam ,scooter ,Metropolitian ,170,Kitchen,0,4.530346340591708
28,4.9,Cloudy,Medium ,scooter ,Metropolitian ,170,Skincare,0,17.0767871164594
32,5.0,Windy,Low ,scooter ,Metropolitian ,130,Cosmetics,0,4.610027010711368
34,5.0,Fog,Jam ,motorcycle ,Metropolitian ,135,Sports,0,8.79025588198452
24,5.0,Sandstorms,Jam ,scooter ,Metropolitian ,120,Cosmetics,1,4.537905323142914
32,4.2,Windy,Medium ,scooter ,Metropolitian ,175,Cosmetics,0,19.884989093916975
25,4.9,Windy,Jam ,scooter ,Metropolitian ,145,Clothing,0,7.761735387691425
39,5.0,Fog,Medium ,scooter ,Urban ,80,Toys,1,6.29013467763468
34,5.0,Sandstorms,Low ,van,Metropolitian ,145,Shoes,0,1.532276469519439
30,4.7,Cloudy,Low ,motorcycle ,Metropolitian ,105,Clothing,1,8.812444327169695
34,4.6,Windy,Jam ,motorcycle ,Metropolitian ,130,Kitchen,0,12.099251698246315
32,5.0,Cloudy,Low ,motorcycle ,Metropolitian ,145,Toys,0,12.434914295120448
39,4.8,Fog,High ,motorcycle ,Metropolitian ,130,Home,0,6.2179328802641525
29,4.7,Windy,Medium ,van,Metropolitian ,130,Jewelry,0,7.601681384871197
36,4.8,Sunny,Low ,motorcycle ,Metropolitian ,75,Cosmetics,1,16.822155609317257
26,4.6,Sandstorms,Jam ,scooter ,Metropolitian ,95,Electronics,1,20.069389638817523
24,4.6,Sandstorms,Medium ,motorcycle ,Metropolitian ,110,Cosmetics,1,10.806365520889612
35,4.4,Windy,Medium ,motorcycle ,Metropolitian ,165,Home,0,7.79094413843958
28,4.8,Sandstorms,Jam ,van,Metropolitian ,70,Pet Supplies,1,7.772596236164787
22,4.2,Sandstorms,Low ,motorcycle ,Metropolitian ,115,Kitchen,1,3.1162479956299673
32,4.2,Sandstorms,Medium ,motorcycle ,Metropolitian ,190,Apparel,0,10.42732189063304
32,3.7,Stormy,Medium ,scooter ,Metropolitian ,155,Skincare,0,17.078029070273278
